Job Post,Company,Skills,Ratings,Reviews,Experience,Salary,Location,Job_Post_History,URL
Tcs Hiring For AWS DevOps Engineer,TATA CONSULTANCY SERVICES (TCS),"git,devops,jenkins,aws,ansible,Python,PowerShell,puppet",3.9,(46198 Reviews),6-11 Yrs,Not disclosed,"Kochi/Cochin, Bhubaneswar, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",30+ Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-aws-devops-engineer-tata-consultancy-services-ltd-kochi-cochin-bhubaneswar-kolkata-hyderabad-secunderabad-pune-ahmedabad-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-11-years-010722003675
"Tcs Hiring For Python Developer (AWS)

",TATA CONSULTANCY SERVICES (TCS),"aws glue,Docker,spark,pyspark,Python,Kafka,Apache Spark,Java Net",3.9,(46198 Reviews),8-13 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru, Delhi / NCR",30+ Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-python-developer-aws-tata-consultancy-services-ltd-pune-bangalore-bengaluru-delhi-ncr-8-to-13-years-010722003575
EUC LEAD,TATA CONSULTANCY SERVICES (TCS),"Euc,DHCP,DNS,WAN,LAN,WMI,written,Microsoft Office",3.9,(46198 Reviews),6-11 Yrs,Not disclosed,Chennai,30+ Days Ago,https://www.naukri.com/job-listings-euc-lead-tata-consultancy-services-ltd-chennai-6-to-11-years-010722003523
Tech Mahindra is Hiring For UK Voice Process,Tech Mahindra Business Services Pvt. Ltd  ,"BPO,Voice Process,voice,international bpo,CSA,Customer Support,Customer Service,CSE",3.6,(1236 Reviews),0-0 Yrs,"2,75,000 - 5,00,000 PA.","Mumbai, Mumbai Suburban",28 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-uk-voice-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-0-to-0-years-180722010897
Immediate joining : Voice Process,Tech Mahindra Business Services,"BPO,voice,international bpo,Blended Process,Customer Service,International Call Center,US Shift,Semi Voice",3.6,(1236 Reviews),1-6 Yrs,"3,00,000 - 5,50,000 PA.",Mumbai (All Areas),29 Days Ago,https://www.naukri.com/job-listings-immediate-joining-voice-process-tech-mahindra-business-services-limited-mumbai-all-areas-1-to-6-years-010822006712
Customer Service Executive,Tech Mahindra Business Services Pvt. Ltd  ,"telecaller,customer service,Voice Process,BPO,technical support,aus shift,customer care,Inbound",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 4,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",18 Days Ago,https://www.naukri.com/job-listings-customer-service-executive-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-120822006149
Customer Service Executive,Tech Mahindra Business Services Pvt. Ltd  ,"telecaller,customer service,Voice Process,BPO,technical support,customer care,International Voice,Inbound",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 4,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",18 Days Ago,https://www.naukri.com/job-listings-customer-service-executive-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-120822006049
Tech Mahindra is Hiring For Technical Support - Australian Process,Tech Mahindra Business Services Pvt. Ltd  ,"International Voice,BPO,voice,international bpo,tech,optus,barclays,Customer Service",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 6,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",18 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-technical-support-australian-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-120822000045
Hiring For Customer Care-Australian Process,Tech Mahindra Business Services Pvt. Ltd  ,"customer service,excellent communication,BPO,expedia,telecaller,mumbai,optus,barclays",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 4,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",21 Days Ago,https://www.naukri.com/job-listings-hiring-for-customer-care-australian-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-090822000753
Tech Mahindra is Hiring For Technical Support - Australian Process,Tech Mahindra Business Services Pvt. Ltd  ,"optus,BPO,voice,international bpo,Customer Service,verizon,international procees,HP",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 5,50,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",21 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-technical-support-australian-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-090822000749
Hiring For Customer Service-Australian Process,Tech Mahindra Business Services Pvt. Ltd  ,"customer service,excellent communication,BPO,expedia,telecaller,mumbai,optus,barclays",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 4,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",22 Days Ago,https://www.naukri.com/job-listings-hiring-for-customer-service-australian-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-080822000007
Tech Mahindra is Hiring For Technical Support - Australian Process,Tech Mahindra Business Services Pvt. Ltd  ,"International Voice,BPO,voice,international bpo,optus,Customer Service,verizon,international procees",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 5,50,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",24 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-technical-support-australian-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-060822004940
Technical Voice Process : Australian shifts,Tech Mahindra Business Services Pvt. Ltd  ,"BPO,customer service,voice,Communication Skills,Technical Support,Technical Voice Process,ITES,Voice Process",3.6,(1236 Reviews),1-6 Yrs,"3,75,000 - 5,50,000 PA.","Mumbai, Mumbai Suburban",25 Days Ago,https://www.naukri.com/job-listings-technical-voice-process-australian-shifts-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-1-to-6-years-050822002969
International Voice process : Tech & Non tech (Mumbai),Tech Mahindra Business Services Pvt. Ltd  ,"BPO,Voice Process,customer service,voice,international bpo,customer care,Rotational shift,Retention",3.6,(1236 Reviews),0-5 Yrs,"2,75,000 - 5,50,000 PA.","Mumbai, Mumbai Suburban",25 Days Ago,https://www.naukri.com/job-listings-international-voice-process-tech-non-tech-mumbai-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-0-to-5-years-050822002158
Hiring For Australian Upgrades Process,Tech Mahindra Business Services Pvt. Ltd  ,"customer service,excellent communication,BPO,telecaller,mumbai,optus,barclays,good communication skills",3.6,(1236 Reviews),1-5 Yrs,"2,25,000 - 6,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",27 Days Ago,https://www.naukri.com/job-listings-hiring-for-australian-upgrades-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-1-to-5-years-030822007140
Hiring For UK Sales-Voice Process,Tech Mahindra Business Services Pvt. Ltd  ,"International Voice,SALES,retention,BPO,voice,international bpo,upselling,optus",3.6,(1236 Reviews),1-5 Yrs,"2,25,000 - 5,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",27 Days Ago,https://www.naukri.com/job-listings-hiring-for-uk-sales-voice-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-1-to-5-years-030822007037
Hiring For Australian Sales-Voice Process,Tech Mahindra Business Services Pvt. Ltd  ,"International Voice,SALES,retention,BPO,voice,international bpo,upselling,optus",3.6,(1236 Reviews),0-5 Yrs,"2,25,000 - 5,00,000 PA.","Mumbai, Mumbai Suburban, Navi Mumbai",27 Days Ago,https://www.naukri.com/job-listings-hiring-for-australian-sales-voice-process-tech-mahindra-business-services-pvt-ltd-mumbai-mumbai-suburban-navi-mumbai-0-to-5-years-030822000204
Java Developer,TATA CONSULTANCY SERVICES (TCS),"Spring,Java,J2EE,microservices,Springboot,IT Skills",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",20 Days Ago,https://www.naukri.com/job-listings-java-developer-tata-consultancy-services-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-8-years-100822004695
As400 Developer,TATA CONSULTANCY SERVICES (TCS),"AS400,CLLE,CLL,RPGLE,Wealth Management,FTP,SFTP,RPG",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Bangalore/Bengaluru, Mumbai (All Areas), Pan India",20 Days Ago,https://www.naukri.com/job-listings-as400-developer-tata-consultancy-services-ltd-bangalore-bengaluru-mumbai-all-areas-pan-india-3-to-8-years-100822003506
React JS Developer,TATA CONSULTANCY SERVICES (TCS),"React.Js,Troubleshooting,JavaScript,React js,IT Skills",3.9,(46198 Reviews),1-6 Yrs,"5,00,000 - 15,00,000 PA.","Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas), India",20 Days Ago,https://www.naukri.com/job-listings-react-js-developer-tata-consultancy-services-ltd-kolkata-pune-ahmedabad-chennai-bangalore-bengaluru-mumbai-all-areas-india-1-to-6-years-100822000591
Java Full Stack Developer,TATA CONSULTANCY SERVICES (TCS),"Java,Core Java,Spring Boot,Microservices",3.9,(46198 Reviews),3-8 Yrs,"50,000 - 3,00,000 PA.","Kochi/Cochin, Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",21 Days Ago,https://www.naukri.com/job-listings-java-full-stack-developer-tata-consultancy-services-ltd-kochi-cochin-hyderabad-secunderabad-gurgaon-gurugram-chennai-bangalore-bengaluru-3-to-8-years-090822008708
Java Springboot,TATA CONSULTANCY SERVICES (TCS),"spring boot,java,API Management,CICD,REST APIs,Kubernetes,Cloud design,Azure SQLDB",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,Mumbai (All Areas),21 Days Ago,https://www.naukri.com/job-listings-java-springboot-tata-consultancy-services-ltd-mumbai-all-areas-4-to-9-years-090822008510
Tcs is Hiring_Java Full Stack Developers_PAN India,TATA CONSULTANCY SERVICES (TCS),"Java,Spring Boot,Microservices,Token,Webpack,CI / CD,REST API,SQL DB",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Kochi/Cochin, Gurgaon/Gurugram, Bangalore/Bengaluru",21 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-java-full-stack-developers-pan-india-tata-consultancy-services-ltd-kochi-cochin-gurgaon-gurugram-bangalore-bengaluru-4-to-9-years-090822007059
Tcs is looking For MF Network Administrator,TATA CONSULTANCY SERVICES (TCS),"FTPS,vtam,SNA,Mainframe TCPIP,IT Skills,Mainframe,SFTP,mf",3.9,(46198 Reviews),8-12 Yrs,Not disclosed,"Kolkata, Chennai, Bangalore/Bengaluru",21 Days Ago,https://www.naukri.com/job-listings-tcs-is-looking-for-mf-network-administrator-tata-consultancy-services-ltd-kolkata-chennai-bangalore-bengaluru-8-to-12-years-090822004265
Tcs is Hiring For Backup EMC Networker,TATA CONSULTANCY SERVICES (TCS),"Avamar,Networker integration,SQL,Oracle,IT Skills,emc networker,backup,ndmp",3.9,(46198 Reviews),5-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru",21 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-backup-emc-networker-tata-consultancy-services-ltd-pune-chennai-bangalore-bengaluru-5-to-8-years-090822004195
Automation Tester,TATA CONSULTANCY SERVICES (TCS),"automation testing,Automation UFT,HP QTP automation,Excel Macros,XML,SQL queries,VB Scripting,HTML",3.9,(46198 Reviews),3-8 Yrs,"9,50,000 - 19,50,000 PA.","Indore, Bangalore/Bengaluru",21 Days Ago,https://www.naukri.com/job-listings-automation-tester-tata-consultancy-services-ltd-indore-bangalore-bengaluru-3-to-8-years-090822004185
Mainframe Developer,TATA CONSULTANCY SERVICES (TCS),"Mainframes,COBOL,Mainframe,Mainframe Technologies,IMS,SQL,CICS,DB2",3.9,(46198 Reviews),5-10 Yrs,"9,50,000 - 19,50,000 PA.",Bangalore/Bengaluru,21 Days Ago,https://www.naukri.com/job-listings-mainframe-developer-tata-consultancy-services-ltd-bangalore-bengaluru-5-to-10-years-090822004144
Python Developer,TATA CONSULTANCY SERVICES (TCS),"Python,Web services,Robot framework,UFT,Java,Sql Server,Sybase,Oracle",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,Bangalore/Bengaluru,21 Days Ago,https://www.naukri.com/job-listings-python-developer-tata-consultancy-services-ltd-bangalore-bengaluru-4-to-9-years-090822004083
Tcs Hiring For Java Frontend Developer - Mumbai,TATA CONSULTANCY SERVICES (TCS),"Java,Microservices,NodeJS,ReactJS,Angular,IT Skills,Node.Js,React.Js",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Mumbai, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-java-frontend-developer-mumbai-tata-consultancy-services-ltd-mumbai-mumbai-all-areas-3-to-8-years-090822003534
Data Engineer_Tata Consultancy Services(Tcs),TATA CONSULTANCY SERVICES (TCS),"data engineer,DBMS,Python,Data Engineers SQL,AWS Cloud Services,IT Skills,Cloud,AWS",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-data-engineer-tata-consultancy-services-tcs-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-090822002353
Python_SME_Tata Consultancy Services(Tcs),TATA CONSULTANCY SERVICES (TCS),"SME,Python",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-python-sme-tata-consultancy-services-tcs-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-090822002276
Polarion ALM developer_Tata Consultancy Services(Tcs),TATA CONSULTANCY SERVICES (TCS),"ALM,Polarion",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-polarion-alm-developer-tata-consultancy-services-tcs-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-090822002213
Python_Tata Consultancy Services(Tcs),TATA CONSULTANCY SERVICES (TCS),"Python,IT Skills",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-python-tata-consultancy-services-tcs-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-090822002185
"Python with Flask framework_Tata Consultancy Services
",TATA CONSULTANCY SERVICES (TCS),"Flask framework,Python,IT Skills,Framework",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-python-with-flask-framework-tata-consultancy-services-tata-consultancy-services-ltd-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-090822002138
VMware Horizon Administrator,TATA CONSULTANCY SERVICES (TCS),"Horizon,Cisco UCS,Active Directory,VMware,hyperflex,VDI",3.9,(46198 Reviews),4-8 Yrs,Not disclosed,"New Delhi, Pune",21 Days Ago,https://www.naukri.com/job-listings-vmware-horizon-administrator-tata-consultancy-services-ltd-new-delhi-pune-4-to-8-years-090822001756
Wintel Administrator,TATA CONSULTANCY SERVICES (TCS),"Windows Administration,WinTEL",3.9,(46198 Reviews),4-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-wintel-administrator-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-gurgaon-gurugram-chennai-mumbai-all-areas-4-to-8-years-090822001236
L3 EUC Support,TATA CONSULTANCY SERVICES (TCS),"Euc,Active Directory,XenApp,VDI,MS Office 2010,Citrix,XenDesktop,ITIL",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",23 Days Ago,https://www.naukri.com/job-listings-l3-euc-support-tata-consultancy-services-ltd-chennai-bangalore-bengaluru-5-to-10-years-060822004971
Deployment Manager,TATA CONSULTANCY SERVICES (TCS),"Service Management,communication,service",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,Chennai,23 Days Ago,https://www.naukri.com/job-listings-deployment-manager-tata-consultancy-services-ltd-chennai-5-to-10-years-060822004961
Big IP Okta Engineer - Cybersecurity | Exp: 5 - 10 Years,TATA CONSULTANCY SERVICES (TCS),"Integration,Application Support,SAML,Okta,IAM,SAML 2 0,agile methodology,Java",3.9,(46198 Reviews),5-10 Yrs,"13,00,000 - 23,00,000 PA.","Kochi/Cochin, Noida, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",24 Days Ago,https://www.naukri.com/job-listings-big-ip-okta-engineer-cybersecurity-exp-5-10-years-tata-consultancy-services-ltd-kochi-cochin-noida-kolkata-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-5-to-10-years-060822002835
"Tcs hiring For System Administrator L2 (Linux) - Bangalore
",TATA CONSULTANCY SERVICES (TCS),"linux administration,Centos,RHEL,DNS,SNMP,Apache,Linux RHEL,SMTP",3.9,(46198 Reviews),4-6 Yrs,Not disclosed,Bangalore/Bengaluru,24 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-system-administrator-l2-linux-bangalore-tata-consultancy-services-ltd-bangalore-bengaluru-4-to-6-years-050822008298
Tcs Hiring For SAP PP,TATA CONSULTANCY SERVICES (TCS),"IT Skills,Testing,SAP,SAP PP",3.9,(46198 Reviews),8-13 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",25 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-sap-pp-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-chennai-bangalore-bengaluru-mumbai-all-areas-8-to-13-years-050822006410
Tcs hiring For Java Developer with Angular - Chennai,TATA CONSULTANCY SERVICES (TCS),"Java,Angular,NodeJS,ReactJS,Microservices,IT Skills,CSS,HTML",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,Chennai,25 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-java-developer-with-angular-chennai-tata-consultancy-services-ltd-chennai-3-to-8-years-050822003935
"Tcs is Hiring For PostGre SQL - On-prem
",TATA CONSULTANCY SERVICES (TCS),"oracle,postgresql,linux,sql,IT Skills,Cloud,AWS,Azure",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",25 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-postgre-sql-on-prem-tata-consultancy-services-ltd-kolkata-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-050822003694
Tcs Hiring For Python Developer,TATA CONSULTANCY SERVICES (TCS),"python,Django,aws,AWS EKS,Dynamo DB,CloudWatch,Kinesis,Rally",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",25 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-python-developer-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-050822003628
Risk Analytics-Credit Risk Model Developer/ Model Validation Analyst(B,TATA CONSULTANCY SERVICES (TCS),"Risk Analyst,Model Development",3.9,(46198 Reviews),4-9 Yrs,"3,00,000 - 8,00,000 PA.",Bangalore/Bengaluru,25 Days Ago,https://www.naukri.com/job-listings-risk-analytics-credit-risk-model-developer-model-validation-analyst-b-tata-consultancy-services-ltd-bangalore-bengaluru-4-to-9-years-050822002839
Abinitio Developer_ TCS_ Pan India,TATA CONSULTANCY SERVICES (TCS),"ab initio,Oracle,unix,performance tuning,PL - SQL,ETL Design,Abintio GDE,Ab - Initio",3.9,(46198 Reviews),4-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",25 Days Ago,https://www.naukri.com/job-listings-abinitio-developer-tcs-pan-india-tata-consultancy-services-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-7-years-050822002142
"Data Engineer with Python, AWS (Lambda, Glue, EMR and RedShift)",TATA CONSULTANCY SERVICES (TCS),"python,oracle,emr,aws lambda,sql,Airflow,snowflake,RDBMS",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), India",25 Days Ago,https://www.naukri.com/job-listings-data-engineer-with-python-aws-lambda-glue-emr-and-redshift-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-india-4-to-9-years-050822001729
Mysql Database Administrator,TATA CONSULTANCY SERVICES (TCS),"Mercurial,SVN}},PostgreSQL,{{Git,SQL,NoSQL,MySQL,MongoDB",3.9,(46198 Reviews),4-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Mumbai (All Areas)",25 Days Ago,https://www.naukri.com/job-listings-mysql-database-administrator-tata-consultancy-services-ltd-hyderabad-secunderabad-mumbai-all-areas-4-to-7-years-050822001647
Java Developer,TATA CONSULTANCY SERVICES (TCS),"Java,Hibernate,Spring,JPA2,Springboot Framework,ORM,SQL,Java EE",3.9,(46198 Reviews),4-6 Yrs,Not disclosed,Bangalore/Bengaluru,25 Days Ago,https://www.naukri.com/job-listings-java-developer-tata-consultancy-services-ltd-bangalore-bengaluru-4-to-6-years-050822001617
Java Microservices Developer,TATA CONSULTANCY SERVICES (TCS),"java,microservices,Micro Services,JPA,Hibernate,Spring,Java 8,IT Skills",3.9,(46198 Reviews),4-9 Yrs,"4,00,000 - 9,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru",25 Days Ago,https://www.naukri.com/job-listings-java-microservices-developer-tata-consultancy-services-ltd-hyderabad-secunderabad-bangalore-bengaluru-4-to-9-years-050822001234
Tcs is hiring For VMware Horizon VDI - New Delhi,TATA CONSULTANCY SERVICES (TCS),"Vmware Horizon,VMware VDI,VMware,Windows Ad,Storage",3.9,(46198 Reviews),6-8 Yrs,Not disclosed,"New Delhi, Delhi / NCR",25 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-vmware-horizon-vdi-new-delhi-tata-consultancy-services-ltd-new-delhi-delhi-ncr-6-to-8-years-050822000033
Hiring For Power platform developer - PAN India,TATA CONSULTANCY SERVICES (TCS),"Power apps,Power Automate Solutions,Power Virtual Agent,Azure Cognitive Services,Power BI,Azure,SharePoint,Canvas",3.9,(46198 Reviews),5-9 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru",28 Days Ago,https://www.naukri.com/job-listings-hiring-for-power-platform-developer-pan-india-tata-consultancy-services-ltd-pune-chennai-bangalore-bengaluru-5-to-9-years-050722003226
SAP ABAP Consultant,TATA CONSULTANCY SERVICES (TCS),"sap abap,ABAP,OOPS,debugging,ALE,Webdynpro,analytical,IDOC",3.9,(46198 Reviews),8-13 Yrs,"3,00,000 - 8,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",26 Days Ago,https://www.naukri.com/job-listings-sap-abap-consultant-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-chennai-bangalore-bengaluru-mumbai-all-areas-8-to-13-years-040822009834
DevOps Engineer,TATA CONSULTANCY SERVICES (TCS),"GIT,Devops,docker,Jenkins,Python,Groovy,Shell,ansible",3.9,(46198 Reviews),3-8 Yrs,Not disclosed,"Lucknow, Bangalore/Bengaluru",26 Days Ago,https://www.naukri.com/job-listings-devops-engineer-tata-consultancy-services-ltd-lucknow-bangalore-bengaluru-3-to-8-years-040822009579
Front End Developer-React Native,TATA CONSULTANCY SERVICES (TCS),"IT Skills,PHP,Cloud,CSS,Javascript,ReactNative,front end",3.9,(46198 Reviews),4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,25 Days Ago,https://www.naukri.com/job-listings-front-end-developer-react-native-tata-consultancy-services-ltd-hyderabad-secunderabad-4-to-8-years-040822002701
Tcs is Hiring Plsql Developer For PAN India Location,TATA CONSULTANCY SERVICES (TCS),"PLSQL,Agile,Siebel CRM,Elastic,Microservices,Oracle PL SQL,Unix,ATG",3.9,(46198 Reviews),1-6 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), India",29 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-plsql-developer-for-pan-india-location-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-india-1-to-6-years-010822003526
Python Developer,TATA CONSULTANCY SERVICES (TCS),"Python,IT Skills,Testing",3.9,(46198 Reviews),4-7 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru",29 Days Ago,https://www.naukri.com/job-listings-python-developer-tata-consultancy-services-ltd-pune-chennai-bangalore-bengaluru-4-to-7-years-010822003105
Tcs is Hiring For Linux OVM- Pune,TATA CONSULTANCY SERVICES (TCS),"Oracle Vm,IT Skills,Oracle,Unix Server,esxi,VMware,Linux Server,VMware Esx Server",3.9,(46198 Reviews),5-8 Yrs,Not disclosed,Pune,29 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-linux-ovm-pune-tata-consultancy-services-ltd-pune-5-to-8-years-010822002652
AI&ML_SME_Tata Consultancy Services(Tcs),TATA CONSULTANCY SERVICES (TCS),"Reinforcement Learning,Supervised Learning,Non - Parametric Algorithms,Natural Language,Deep Learning,Natural Language Processing,Natural Language Generation,Unsupervised Learning",3.9,(46198 Reviews),3-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",29 Days Ago,https://www.naukri.com/job-listings-ai-ml-sme-tata-consultancy-services-tcs-tata-consultancy-services-ltd-hyderabad-secunderabad-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-7-years-010822002407
